Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Vehicle Type,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_with_microwave,Cooking_with_oven,Cooking_with_grill,Cooking_with_airfryer,Cooking_with_stove,Do You Recyle_Plastic,Do You Recyle_Paper,Do You Recyle_Metal,Do You Recyle_Glass,Carbon Footprint (kg/month)
underweight,male,pescatarian,more frequently,natural gas,walk/bicycle,never,176,never,4217,diesel,extra large,5,9,6,4,Yes,1,1,1,0,1,1,1,0,0,3591.46
obese,female,omnivore,twice a day,coal,private,never,429,very frequently,897,None,extra large,6,9,2,3,No,1,1,1,1,0,0,0,1,0,982.97
overweight,female,vegetarian,less frequently,wood,public,often,438,never,4806,diesel,small,3,1,5,11,Yes,0,1,0,1,0,0,0,1,1,4085.21
underweight,female,vegan,daily,natural gas,public,often,356,very frequently,3273,None,small,5,3,2,9,Yes,1,0,1,1,1,0,0,1,1,2853.28
underweight,female,vegetarian,less frequently,coal,private,often,56,frequently,4071,electric,small,6,2,6,5,Yes,1,0,0,0,0,1,0,0,0,3424.24
underweight,female,omnivore,daily,wood,walk/bicycle,never,71,rarely,1024,lpg,extra large,5,12,5,3,No,0,1,0,0,0,0,0,1,0,997.35
overweight,female,vegan,more frequently,wood,private,never,73,rarely,591,lpg,medium,3,8,9,11,Sometimes,1,1,0,1,0,0,0,0,0,655.21
obese,male,omnivore,more frequently,electricity,private,never,431,never,3951,hybrid,small,3,4,9,10,Sometimes,0,1,0,1,0,1,0,1,1,3444.42
normal,female,vegetarian,daily,electricity,public,never,409,rarely,4796,None,small,2,11,7,7,No,1,1,1,0,0,1,1,0,0,4055.71
obese,female,vegetarian,more frequently,coal,public,sometimes,347,rarely,3411,lpg,small,4,6,5,4,Yes,1,1,1,1,1,1,0,1,0,2957.44
underweight,female,vegetarian,less frequently,wood,walk/bicycle,often,300,very frequently,2024,diesel,extra large,10,9,6,7,Sometimes,0,0,0,1,1,0,1,1,0,1978.93
obese,male,omnivore,daily,natural gas,public,often,199,frequently,3198,hybrid,small,0,12,5,5,Yes,0,1,1,0,1,1,0,0,0,2763.02
obese,female,vegan,less frequently,wood,private,sometimes,212,rarely,2174,None,small,6,11,2,5,Sometimes,1,1,0,0,1,1,1,1,1,1989.62
normal,male,vegetarian,daily,coal,private,often,165,frequently,3201,petrol,extra large,8,5,10,2,Yes,0,1,1,0,1,1,1,0,1,2807.34
overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,never,232,frequently,2761,electric,large,2,7,1,10,Yes,0,1,0,0,1,1,0,0,0,2400.03
overweight,female,vegetarian,more frequently,wood,public,often,295,frequently,3162,hybrid,small,9,12,2,8,No,1,0,1,0,1,0,0,0,1,2812.06
obese,male,pescatarian,twice a day,natural gas,public,never,180,frequently,1399,None,large,10,6,0,4,Sometimes,0,1,1,1,0,0,1,1,0,1308.58
obese,male,pescatarian,less frequently,electricity,walk/bicycle,never,416,rarely,20,petrol,large,7,9,5,6,No,1,0,1,1,1,1,1,1,1,336.98
overweight,female,vegan,daily,natural gas,walk/bicycle,never,411,never,3126,diesel,large,4,9,6,10,Sometimes,0,1,1,0,0,1,0,1,0,2790.7
overweight,male,omnivore,more frequently,electricity,public,sometimes,324,rarely,911,lpg,small,1,11,3,7,No,0,1,1,0,0,0,0,1,1,951.78
normal,male,vegetarian,daily,natural gas,walk/bicycle,often,475,never,1060,lpg,small,0,8,3,6,No,0,1,1,1,1,1,0,1,0,1054.54
underweight,female,vegetarian,less frequently,electricity,private,never,479,never,4012,hybrid,small,9,10,9,11,Yes,1,1,1,0,1,0,0,1,0,3565.19
obese,female,omnivore,daily,coal,walk/bicycle,often,377,frequently,1318,None,large,9,8,0,3,Sometimes,1,0,1,0,1,1,0,0,0,1336.06
overweight,female,omnivore,daily,natural gas,private,sometimes,174,rarely,680,petrol,extra large,8,3,8,8,No,0,1,1,0,1,1,0,1,1,787.07
obese,male,vegan,less frequently,wood,private,often,264,very frequently,4656,lpg,extra large,4,3,8,2,No,0,1,1,0,0,1,0,0,1,3924.65
obese,female,omnivore,more frequently,coal,private,often,453,never,4048,None,small,3,3,6,2,No,0,0,0,0,1,1,1,0,0,3488.58
overweight,female,vegetarian,more frequently,coal,public,often,338,never,656,diesel,medium,0,8,9,9,No,1,1,1,1,0,0,1,1,0,730.35
normal,male,vegan,less frequently,natural gas,private,often,439,rarely,4505,petrol,extra large,10,5,4,12,No,1,1,1,1,0,1,0,0,0,3955.49
obese,male,pescatarian,more frequently,coal,walk/bicycle,sometimes,320,very frequently,3172,petrol,medium,9,2,7,12,Sometimes,1,0,0,0,1,1,1,1,1,2816.43
normal,female,vegan,twice a day,electricity,private,often,118,very frequently,2853,lpg,large,0,4,10,5,Sometimes,0,1,1,1,1,0,0,1,1,2450.63
overweight,male,vegan,daily,electricity,public,never,395,never,1445,hybrid,medium,8,11,10,6,Sometimes,1,1,1,0,0,0,0,1,0,1494.02
underweight,female,vegan,less frequently,natural gas,public,sometimes,305,rarely,3880,hybrid,medium,9,9,5,11,Yes,1,0,1,0,1,1,1,1,1,3366.17
underweight,male,omnivore,twice a day,coal,public,often,336,very frequently,4732,hybrid,small,2,11,1,6,No,0,0,1,1,0,1,0,0,0,4035.24
obese,female,vegetarian,daily,wood,public,often,311,frequently,1129,lpg,medium,5,9,8,8,Yes,1,0,1,0,0,1,0,1,1,1167.16
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,never,434,very frequently,752,electric,large,3,11,10,12,Yes,0,1,1,1,0,0,1,1,1,903.63
normal,male,vegetarian,more frequently,natural gas,public,sometimes,196,never,1858,diesel,small,8,11,10,5,No,1,1,1,0,1,1,1,1,1,1770.8
obese,male,omnivore,less frequently,coal,walk/bicycle,sometimes,64,frequently,1608,diesel,extra large,2,3,9,9,No,1,0,0,0,0,0,0,1,1,1453.28
overweight,male,vegan,less frequently,electricity,public,never,339,very frequently,3392,hybrid,extra large,10,4,5,0,Yes,1,1,1,0,0,0,1,1,1,3028.69
overweight,female,vegetarian,daily,coal,public,often,497,very frequently,2999,hybrid,extra large,8,7,0,1,No,0,0,1,0,1,1,1,1,0,2712.54
normal,male,omnivore,daily,wood,walk/bicycle,often,388,very frequently,1426,diesel,medium,6,7,2,3,No,0,1,1,1,0,1,1,0,1,1369.5
obese,female,vegan,daily,wood,private,sometimes,226,never,13,lpg,small,2,12,4,6,Yes,1,1,0,0,1,1,1,1,0,220.17
overweight,male,pescatarian,twice a day,wood,walk/bicycle,sometimes,131,frequently,4583,petrol,medium,6,5,2,8,Yes,0,0,0,0,0,1,1,1,1,3873.26
overweight,male,omnivore,more frequently,wood,private,often,223,never,4209,diesel,small,0,7,1,8,Yes,0,0,1,1,1,1,1,0,0,3547.64
overweight,female,omnivore,less frequently,natural gas,walk/bicycle,never,100,very frequently,1787,diesel,medium,10,12,3,2,Sometimes,1,0,0,1,1,0,0,1,1,1649.32
normal,male,pescatarian,less frequently,wood,private,never,316,rarely,3301,petrol,small,0,11,10,2,Yes,0,1,1,1,1,1,0,1,0,2856.66
obese,male,omnivore,more frequently,wood,public,often,53,frequently,3749,petrol,large,2,7,5,0,Sometimes,0,1,1,0,1,1,1,0,0,3126.09
obese,female,pescatarian,less frequently,wood,private,never,387,rarely,2602,electric,medium,5,5,6,5,Sometimes,0,0,1,1,1,0,0,1,0,2341.45
obese,male,vegetarian,daily,coal,private,sometimes,346,never,4984,None,large,10,2,1,9,Sometimes,1,1,1,0,1,0,1,0,0,4274.36
obese,female,pescatarian,less frequently,electricity,public,often,497,frequently,765,diesel,medium,5,8,5,9,Sometimes,0,0,0,0,0,1,0,1,1,943.32
underweight,male,vegan,more frequently,electricity,public,never,306,frequently,393,petrol,large,5,10,2,6,Sometimes,0,0,0,1,0,0,1,0,0,540.22
underweight,male,pescatarian,twice a day,electricity,private,never,58,very frequently,3416,None,small,1,7,0,9,Sometimes,0,0,0,0,0,0,1,0,1,2837.27
obese,male,vegetarian,twice a day,wood,private,sometimes,472,never,4732,diesel,extra large,9,3,9,8,Yes,1,1,0,1,1,0,0,1,0,4124.34
normal,female,pescatarian,more frequently,coal,walk/bicycle,sometimes,370,very frequently,3605,petrol,extra large,4,4,3,10,No,1,0,1,0,0,1,1,1,1,3119.72
underweight,male,pescatarian,less frequently,natural gas,public,often,421,very frequently,4199,hybrid,medium,2,3,2,12,No,1,0,0,1,1,0,0,1,0,3621.05
overweight,male,vegetarian,less frequently,coal,public,sometimes,322,never,2553,None,extra large,10,0,10,5,Sometimes,0,0,0,0,0,1,1,1,0,2360.98
underweight,male,omnivore,twice a day,natural gas,public,sometimes,372,very frequently,1580,hybrid,small,0,6,8,10,Yes,0,1,0,0,1,0,1,1,1,1524.92
overweight,male,omnivore,less frequently,coal,walk/bicycle,often,392,never,4581,None,medium,6,12,5,11,Sometimes,1,0,1,1,1,0,0,1,1,3967.0
obese,male,vegan,twice a day,electricity,walk/bicycle,never,306,rarely,1737,hybrid,extra large,2,4,1,2,Sometimes,1,0,1,0,1,0,1,1,0,1594.32
underweight,male,vegan,more frequently,electricity,private,sometimes,457,very frequently,4369,diesel,medium,5,12,1,9,Yes,0,1,0,1,0,0,1,1,0,3781.31
normal,male,pescatarian,more frequently,wood,walk/bicycle,often,427,frequently,2558,diesel,extra large,2,8,2,5,Sometimes,1,1,0,0,0,0,1,1,0,2274.97
underweight,male,omnivore,less frequently,electricity,walk/bicycle,sometimes,197,frequently,1006,diesel,large,0,10,5,7,Yes,0,1,0,0,0,0,0,0,0,979.61
underweight,male,omnivore,daily,electricity,walk/bicycle,sometimes,241,rarely,10,lpg,extra large,1,7,5,7,No,0,0,0,1,1,0,0,0,0,201.08
underweight,female,pescatarian,daily,electricity,public,never,453,frequently,4890,None,extra large,6,1,10,11,Yes,1,0,1,1,1,0,1,1,0,4213.05
obese,male,vegetarian,twice a day,coal,private,sometimes,173,rarely,4539,hybrid,medium,4,9,7,10,No,1,0,0,0,1,1,1,1,1,3843.27
normal,female,omnivore,more frequently,electricity,walk/bicycle,sometimes,253,rarely,2467,petrol,large,5,1,3,12,Yes,1,0,0,0,1,1,0,1,0,2182.01
underweight,female,vegan,twice a day,natural gas,walk/bicycle,sometimes,386,very frequently,4024,None,medium,2,8,2,0,No,0,1,1,0,1,0,1,0,0,3432.86
normal,female,pescatarian,more frequently,wood,walk/bicycle,never,134,never,1542,None,medium,8,9,9,9,Yes,0,0,1,0,0,0,1,1,0,1485.84
obese,male,vegetarian,twice a day,coal,public,sometimes,473,rarely,4191,electric,extra large,2,4,1,8,Yes,0,1,1,1,0,0,0,0,1,3611.97
overweight,female,vegan,twice a day,natural gas,private,often,207,frequently,1623,lpg,medium,3,3,3,3,Sometimes,1,0,1,1,1,1,1,0,1,1508.27
underweight,female,omnivore,twice a day,coal,private,often,456,frequently,3373,None,large,0,6,2,11,Sometimes,0,0,1,1,1,0,1,1,0,2951.36
normal,female,vegetarian,less frequently,electricity,walk/bicycle,never,72,never,3183,diesel,extra large,9,8,4,7,No,1,1,1,0,0,0,0,1,0,2753.46
normal,male,vegan,daily,coal,private,never,169,very frequently,4631,None,large,1,2,5,8,Sometimes,0,0,1,1,0,0,0,1,0,3862.5
obese,female,pescatarian,more frequently,coal,public,never,105,frequently,53,hybrid,large,10,1,5,11,No,0,0,1,1,1,1,0,1,1,246.73
underweight,male,vegetarian,twice a day,wood,walk/bicycle,sometimes,352,very frequently,2740,lpg,small,0,0,8,2,No,0,1,0,0,1,1,1,1,0,2392.51
overweight,female,vegetarian,daily,coal,private,never,450,rarely,1591,hybrid,medium,4,1,5,0,No,0,1,0,1,0,1,1,1,1,1542.97
normal,female,pescatarian,twice a day,coal,walk/bicycle,often,51,frequently,1257,petrol,extra large,0,12,4,3,Yes,1,1,1,1,0,0,1,1,1,1133.81
underweight,male,omnivore,twice a day,wood,public,often,411,rarely,3831,electric,small,3,7,1,5,No,0,0,1,1,1,1,1,1,0,3332.93
overweight,male,omnivore,more frequently,coal,walk/bicycle,sometimes,265,frequently,197,lpg,large,10,5,2,7,Sometimes,0,1,0,0,0,1,0,1,1,442.23
normal,female,vegetarian,less frequently,coal,public,sometimes,82,frequently,4355,electric,small,9,2,5,2,No,1,1,1,1,1,1,1,1,0,3658.8
normal,female,vegetarian,twice a day,natural gas,walk/bicycle,sometimes,298,never,4274,lpg,medium,9,9,3,2,No,1,0,1,0,0,1,0,1,1,3711.18
overweight,female,vegetarian,more frequently,natural gas,walk/bicycle,sometimes,286,rarely,2278,hybrid,large,4,7,2,1,Yes,0,1,0,0,0,1,0,1,1,2038.23
overweight,male,vegan,less frequently,coal,private,often,157,never,1818,diesel,medium,7,4,6,1,Yes,1,0,0,0,0,0,0,0,1,1654.98
obese,male,vegetarian,less frequently,coal,private,often,320,never,2798,hybrid,large,3,5,6,5,No,1,0,1,0,1,0,0,1,1,2462.12
underweight,female,omnivore,daily,electricity,public,never,337,never,4664,diesel,small,1,6,5,11,Sometimes,0,0,0,1,0,0,0,0,0,3984.94
underweight,female,pescatarian,daily,natural gas,public,sometimes,411,never,4548,diesel,extra large,6,3,3,0,No,0,1,0,1,0,0,0,1,0,3901.87
obese,male,pescatarian,twice a day,electricity,public,often,211,very frequently,4154,diesel,large,8,6,3,4,Sometimes,0,0,1,0,1,1,0,1,0,3582.88
normal,male,pescatarian,daily,coal,private,often,493,very frequently,3368,hybrid,large,9,9,6,0,No,0,0,0,1,1,1,0,0,1,3023.9
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,never,336,very frequently,1184,hybrid,large,10,12,6,12,No,1,0,0,0,1,0,0,1,0,1267.54
overweight,male,vegetarian,more frequently,electricity,public,often,320,rarely,684,electric,large,2,6,9,8,No,0,1,0,1,0,0,1,1,0,794.84
overweight,female,pescatarian,daily,wood,walk/bicycle,often,197,very frequently,866,lpg,extra large,10,8,7,9,No,0,0,0,0,0,1,0,1,0,994.23
normal,male,vegan,more frequently,wood,walk/bicycle,sometimes,155,rarely,4164,diesel,medium,7,2,7,1,No,0,0,0,0,0,1,0,1,1,3534.54
overweight,female,vegan,more frequently,coal,private,never,80,frequently,3478,petrol,extra large,0,4,10,8,Sometimes,0,1,0,0,0,1,0,0,1,2908.05
overweight,female,vegan,twice a day,natural gas,private,sometimes,307,very frequently,1197,petrol,small,8,4,9,1,No,0,1,1,0,0,0,0,0,0,1243.46
obese,female,vegan,twice a day,coal,walk/bicycle,sometimes,318,frequently,3966,diesel,extra large,2,8,5,11,Yes,1,1,1,1,1,0,0,1,1,3365.97
normal,male,omnivore,more frequently,natural gas,public,never,401,very frequently,1311,lpg,extra large,6,7,2,1,Yes,1,1,1,1,0,0,1,0,1,1286.87
underweight,female,pescatarian,daily,wood,private,never,418,never,1587,hybrid,medium,7,5,2,8,No,1,1,0,1,0,1,1,0,0,1578.72
obese,female,omnivore,more frequently,natural gas,walk/bicycle,sometimes,449,very frequently,884,electric,small,3,12,5,10,Sometimes,0,0,0,1,0,1,0,1,1,966.8
obese,male,vegetarian,less frequently,electricity,private,sometimes,320,rarely,3104,petrol,small,1,7,1,5,Sometimes,0,1,1,0,0,0,0,1,0,2663.39
underweight,female,vegan,less frequently,electricity,walk/bicycle,sometimes,74,frequently,4548,lpg,medium,0,9,0,0,No,0,1,0,0,1,0,0,0,1,3735.09
obese,female,vegan,less frequently,wood,private,sometimes,381,never,3000,hybrid,medium,4,0,1,11,No,0,0,0,0,0,1,0,0,1,2642.23
normal,female,pescatarian,twice a day,coal,public,never,77,very frequently,3234,None,medium,7,5,1,3,Sometimes,0,0,0,0,1,1,1,1,1,2744.36
overweight,male,vegan,daily,natural gas,public,often,154,never,1769,None,small,0,3,7,5,Yes,0,0,0,1,1,1,1,0,0,1557.03
normal,male,pescatarian,more frequently,coal,private,never,317,frequently,4328,diesel,small,5,12,6,9,Yes,0,1,0,0,1,1,0,1,1,3775.29
underweight,male,vegetarian,daily,natural gas,private,often,426,rarely,110,hybrid,extra large,8,3,1,3,No,0,0,1,0,1,0,0,0,1,395.39
underweight,male,vegan,daily,wood,private,never,262,very frequently,2533,hybrid,extra large,7,12,7,9,No,1,0,0,0,0,1,0,1,1,2299.06
obese,female,vegan,daily,electricity,public,sometimes,487,frequently,725,None,medium,7,12,9,3,Yes,0,1,0,0,0,0,1,0,1,922.64
normal,male,omnivore,less frequently,electricity,private,often,235,frequently,502,None,extra large,4,6,1,7,Yes,0,1,1,1,1,0,0,1,0,622.45
normal,male,pescatarian,more frequently,natural gas,public,never,418,rarely,3047,hybrid,extra large,8,9,7,12,Sometimes,1,1,0,1,0,0,1,1,1,2755.93
underweight,male,pescatarian,twice a day,coal,private,never,193,frequently,3843,None,large,6,11,2,6,No,1,1,0,1,0,0,0,0,1,3230.92
normal,female,vegan,daily,wood,private,never,239,never,2369,electric,extra large,6,8,8,5,Yes,0,0,1,0,0,0,1,0,1,2177.28
underweight,female,omnivore,daily,wood,walk/bicycle,sometimes,123,very frequently,1373,petrol,large,4,0,6,12,Sometimes,1,1,0,0,1,0,0,0,0,1275.28
normal,female,vegan,less frequently,coal,public,never,443,frequently,2020,petrol,large,8,11,10,0,No,0,1,1,0,0,0,0,0,1,1978.51
normal,male,pescatarian,less frequently,electricity,private,never,499,very frequently,658,electric,small,10,3,5,9,No,0,1,0,1,0,1,0,0,1,858.01
normal,female,pescatarian,more frequently,coal,public,sometimes,140,very frequently,3204,lpg,extra large,3,5,7,10,Yes,0,0,1,1,1,1,1,0,1,2755.23
underweight,female,vegan,twice a day,electricity,walk/bicycle,often,101,rarely,1497,hybrid,extra large,5,5,6,3,Yes,0,1,0,0,1,0,1,0,1,1366.71
obese,male,vegetarian,twice a day,natural gas,public,often,335,very frequently,1926,diesel,small,3,7,8,12,Sometimes,0,1,1,1,0,0,0,0,1,1784.52
normal,female,vegan,less frequently,wood,public,sometimes,146,rarely,2893,None,large,0,5,6,9,No,0,1,1,0,0,1,1,0,1,2452.43
underweight,male,omnivore,more frequently,natural gas,public,often,65,frequently,3230,electric,large,0,5,9,10,No,0,1,1,0,1,0,0,1,0,2707.3
underweight,male,pescatarian,daily,coal,public,never,187,frequently,416,hybrid,medium,8,11,9,2,Yes,1,1,1,0,1,0,0,1,0,578.96
normal,female,pescatarian,more frequently,coal,public,never,192,frequently,3623,hybrid,medium,10,3,3,0,No,0,0,0,0,1,1,1,1,1,3117.3
normal,male,vegan,twice a day,natural gas,public,often,331,very frequently,3056,petrol,large,1,11,2,6,Yes,1,0,1,1,0,1,0,1,1,2676.97
obese,male,vegetarian,less frequently,coal,public,often,238,very frequently,3198,electric,large,6,7,1,5,No,0,1,1,0,0,1,1,0,0,2754.41
underweight,male,pescatarian,daily,coal,private,often,64,never,389,None,large,3,2,2,1,Sometimes,1,0,1,1,1,1,1,0,0,412.08
underweight,male,vegan,daily,coal,private,sometimes,183,very frequently,2855,diesel,extra large,7,3,7,8,No,1,1,0,1,0,0,1,1,0,2521.1
overweight,male,vegetarian,twice a day,wood,public,often,158,rarely,3242,None,small,0,2,7,12,No,1,0,1,1,1,1,0,1,0,2728.81
underweight,male,vegan,daily,wood,public,sometimes,178,never,877,electric,extra large,0,12,8,10,Sometimes,0,1,1,1,0,0,1,1,0,847.29
obese,female,vegan,more frequently,electricity,private,often,163,very frequently,3017,diesel,small,4,0,9,3,No,1,1,1,1,1,1,1,0,0,2600.12
overweight,male,vegan,twice a day,wood,walk/bicycle,sometimes,136,never,3568,None,large,0,3,9,4,Sometimes,1,0,1,1,0,1,0,1,0,3011.25
overweight,male,pescatarian,twice a day,natural gas,private,sometimes,275,very frequently,523,hybrid,small,0,4,2,1,Yes,1,0,1,1,1,0,0,0,1,582.51
overweight,male,vegetarian,daily,natural gas,walk/bicycle,never,212,very frequently,2819,None,small,8,9,0,4,No,1,0,0,1,1,0,0,1,0,2501.03
normal,male,omnivore,twice a day,wood,public,often,173,never,1138,diesel,extra large,9,10,7,2,Sometimes,1,0,1,1,0,0,0,1,0,1183.65
normal,female,omnivore,less frequently,natural gas,public,never,156,rarely,2874,hybrid,small,5,11,8,7,Yes,0,0,1,1,1,0,1,0,0,2525.94
underweight,female,pescatarian,more frequently,coal,private,never,394,rarely,48,None,extra large,8,4,8,2,Yes,0,1,1,0,1,1,0,1,0,339.71
overweight,male,pescatarian,twice a day,wood,private,sometimes,178,very frequently,1796,None,large,2,11,5,11,Sometimes,1,1,1,0,0,1,0,0,1,1640.59
obese,female,vegan,less frequently,electricity,private,sometimes,394,never,380,None,medium,4,8,2,1,Yes,1,1,0,1,0,1,1,1,0,552.17
normal,male,vegan,daily,electricity,public,sometimes,343,rarely,4503,None,small,10,3,5,2,Sometimes,0,0,1,1,0,0,0,0,1,3910.88
obese,male,vegetarian,twice a day,wood,private,sometimes,288,rarely,1901,None,large,5,1,7,8,No,0,1,0,1,0,0,0,1,0,1761.21
obese,male,vegan,less frequently,natural gas,private,never,90,rarely,3942,diesel,medium,8,10,6,7,No,1,1,1,1,0,1,0,0,0,3365.16
normal,male,vegetarian,daily,wood,walk/bicycle,sometimes,189,frequently,1954,petrol,large,7,9,1,10,Yes,0,0,1,1,1,0,1,0,0,1755.94
normal,female,vegan,less frequently,wood,public,never,497,rarely,1223,electric,extra large,6,6,3,11,No,0,1,0,1,1,1,0,0,0,1286.13
normal,female,vegan,daily,electricity,public,never,187,very frequently,3638,petrol,extra large,5,8,1,10,Yes,0,1,0,0,0,0,1,0,1,3126.19
normal,male,omnivore,more frequently,coal,public,often,204,very frequently,2240,lpg,extra large,9,3,3,1,Yes,1,1,0,1,0,1,1,1,0,2055.24
overweight,male,pescatarian,twice a day,coal,private,often,472,rarely,4614,electric,large,9,3,5,2,No,0,0,1,0,1,1,0,0,1,3999.6
overweight,female,vegetarian,more frequently,wood,public,sometimes,283,rarely,14,electric,small,7,8,9,4,Sometimes,1,0,1,1,0,0,1,1,1,286.18
overweight,female,omnivore,more frequently,electricity,private,never,375,never,589,diesel,large,3,11,10,6,Yes,0,1,1,1,0,0,1,0,0,736.47
overweight,male,vegan,twice a day,electricity,walk/bicycle,never,94,frequently,4252,hybrid,extra large,10,3,6,0,No,1,0,0,0,1,1,0,1,1,3616.04
underweight,female,omnivore,more frequently,wood,public,never,316,very frequently,1649,diesel,small,6,11,5,3,No,0,1,1,0,0,0,1,0,0,1583.82
overweight,male,vegetarian,more frequently,wood,walk/bicycle,often,303,frequently,2745,electric,medium,0,12,6,12,No,0,1,1,1,1,1,1,1,0,2440.02
normal,female,pescatarian,less frequently,wood,walk/bicycle,never,329,never,1350,petrol,medium,2,4,1,9,No,1,1,1,1,1,0,0,0,1,1306.91
obese,female,omnivore,daily,coal,public,never,362,rarely,3027,hybrid,small,9,10,4,4,No,0,1,1,1,0,0,0,0,1,2728.51
overweight,female,vegetarian,more frequently,wood,public,never,89,rarely,310,diesel,medium,5,0,10,11,No,1,0,0,0,1,1,0,0,0,445.3
underweight,female,vegan,twice a day,electricity,private,often,394,frequently,3497,petrol,small,2,1,7,9,Yes,1,1,0,0,0,0,1,1,0,3046.65
normal,male,omnivore,less frequently,wood,walk/bicycle,sometimes,342,very frequently,2499,diesel,extra large,6,6,1,8,Yes,0,1,1,1,1,0,0,0,1,2264.66
obese,male,pescatarian,daily,electricity,walk/bicycle,sometimes,308,rarely,1548,None,small,10,7,4,10,No,0,1,1,1,0,1,0,1,1,1551.0
obese,female,vegetarian,more frequently,electricity,private,sometimes,117,frequently,4260,electric,medium,10,8,0,10,Sometimes,1,1,1,0,1,0,1,1,0,3588.42
overweight,male,pescatarian,more frequently,natural gas,public,often,426,never,1159,diesel,extra large,10,5,1,10,No,0,1,1,0,0,1,1,0,1,1199.12
obese,female,vegan,twice a day,electricity,walk/bicycle,often,282,frequently,1626,petrol,medium,9,3,6,10,Sometimes,1,0,1,1,1,0,1,1,1,1569.81
overweight,female,pescatarian,more frequently,natural gas,private,sometimes,434,frequently,2184,None,large,7,3,7,2,Yes,1,0,1,0,1,0,1,0,1,2022.67
overweight,male,vegan,twice a day,wood,walk/bicycle,sometimes,143,very frequently,3021,petrol,small,7,8,5,5,Sometimes,1,1,0,1,0,0,1,1,1,2644.43
normal,male,vegan,more frequently,natural gas,walk/bicycle,often,256,frequently,2684,None,medium,0,3,10,8,No,0,1,0,0,0,1,0,1,1,2335.72
normal,male,omnivore,more frequently,coal,private,sometimes,350,frequently,3515,petrol,medium,3,2,8,2,No,0,0,1,0,0,0,1,1,0,3041.87
underweight,female,vegan,twice a day,coal,walk/bicycle,never,336,frequently,1738,diesel,medium,4,1,2,9,Yes,0,1,1,0,1,1,0,1,1,1626.45
normal,male,pescatarian,daily,coal,private,often,342,very frequently,216,None,extra large,8,11,3,2,No,1,0,1,0,1,1,0,0,0,432.47
normal,male,omnivore,less frequently,wood,private,sometimes,163,never,3158,electric,extra large,1,6,2,10,Yes,0,0,0,0,1,0,1,0,0,2679.95
overweight,male,vegan,twice a day,electricity,walk/bicycle,sometimes,92,very frequently,905,lpg,large,1,12,4,6,Sometimes,1,0,1,1,1,1,1,1,1,875.15
normal,male,vegetarian,daily,coal,walk/bicycle,often,134,rarely,4038,lpg,medium,5,3,10,7,Sometimes,1,0,0,1,0,0,1,0,0,3459.13
overweight,female,vegetarian,daily,natural gas,public,often,148,rarely,844,lpg,medium,0,5,9,3,Yes,1,0,0,1,1,1,0,0,0,825.67
overweight,female,vegan,twice a day,wood,public,never,309,frequently,2965,hybrid,small,1,11,0,12,Sometimes,1,0,1,0,0,1,0,0,0,2573.61
normal,female,omnivore,less frequently,wood,walk/bicycle,often,248,rarely,999,electric,medium,1,3,3,1,Sometimes,0,0,0,1,1,1,1,1,1,972.91
underweight,female,omnivore,twice a day,natural gas,public,often,171,very frequently,2544,electric,extra large,8,0,9,6,No,0,0,1,1,1,0,1,1,0,2233.54
underweight,female,omnivore,more frequently,natural gas,public,never,78,frequently,695,hybrid,extra large,7,8,8,5,Sometimes,0,0,0,0,0,0,1,1,0,800.72
obese,female,pescatarian,more frequently,wood,private,sometimes,405,very frequently,1197,lpg,large,9,0,6,0,No,0,0,0,1,0,0,1,0,0,1247.71
obese,female,vegetarian,daily,wood,walk/bicycle,often,148,rarely,1425,None,small,7,12,6,1,No,0,1,0,1,0,0,1,1,1,1376.14
normal,male,vegan,more frequently,electricity,public,sometimes,145,rarely,4680,lpg,medium,5,2,6,6,No,0,1,1,0,0,0,1,1,1,3932.63
underweight,female,vegan,less frequently,wood,public,never,411,very frequently,1877,None,extra large,7,2,9,8,No,0,0,1,1,0,1,1,0,1,1795.92
overweight,female,vegetarian,twice a day,natural gas,public,often,293,very frequently,316,None,small,5,6,3,5,Sometimes,1,0,0,0,0,0,1,0,0,521.42
obese,female,pescatarian,less frequently,wood,walk/bicycle,never,188,rarely,2543,hybrid,large,2,0,0,11,No,1,0,0,0,0,0,1,1,0,2183.93
overweight,female,omnivore,daily,wood,private,sometimes,338,rarely,1459,petrol,extra large,9,5,10,10,No,0,1,0,0,1,1,1,0,1,1504.01
obese,male,vegetarian,more frequently,natural gas,walk/bicycle,never,486,very frequently,2379,None,large,9,11,5,7,No,1,1,0,0,0,1,0,0,1,2255.69
normal,female,vegan,more frequently,electricity,private,often,282,very frequently,2279,electric,large,4,0,5,4,Yes,0,0,0,1,0,0,0,0,0,2059.88
underweight,female,pescatarian,twice a day,wood,public,often,170,never,3600,lpg,medium,1,11,5,6,No,0,1,0,0,1,1,0,1,0,3089.6
obese,male,vegan,less frequently,coal,walk/bicycle,sometimes,66,very frequently,1330,lpg,extra large,8,12,5,5,No,1,0,1,1,1,0,0,1,1,1304.71
