Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,CarbonEmission,"['Grill', 'Airfryer']","['Microwave', 'Grill', 'Airfryer']",['Microwave'],"['Oven', 'Grill', 'Airfryer']","['Oven', 'Microwave', 'Grill', 'Airfryer']","['Oven', 'Microwave']",['Oven'],"['Stove', 'Grill', 'Airfryer']","['Stove', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Microwave']","['Stove', 'Oven', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave']","['Stove', 'Oven']",['Stove'],[]
underweight,female,omnivore,daily,wood,private,diesel,often,141,frequently,7321,medium,6,12,12,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,more frequently,wood,public,,sometimes,111,rarely,201,extra large,6,23,14,12,Sometimes,['Glass'],1765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
normal,female,vegan,twice a day,coal,private,hybrid,sometimes,251,rarely,4273,large,4,17,40,2,No,"['Paper', 'Plastic']",2386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,95,never,40,medium,5,22,39,18,Sometimes,['Glass'],1376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,182,never,28,medium,2,13,9,17,Sometimes,"['Glass', 'Metal']",849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,daily,natural gas,private,petrol,often,263,rarely,5844,extra large,6,15,40,19,Yes,"['Plastic', 'Glass']",3866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,wood,walk/bicycle,,never,225,never,13,extra large,3,21,16,11,Sometimes,['Paper'],1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,male,pescatarian,daily,natural gas,private,lpg,never,293,very frequently,9280,large,2,21,37,8,Sometimes,"['Plastic', 'Glass']",5238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,less frequently,coal,private,electric,sometimes,105,very frequently,5917,large,6,6,47,4,Yes,"['Plastic', 'Glass', 'Metal']",3328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,omnivore,twice a day,natural gas,private,diesel,never,134,rarely,3498,extra large,1,21,14,14,Yes,"['Paper', 'Plastic', 'Glass']",1697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,male,omnivore,less frequently,natural gas,public,,never,211,very frequently,817,small,4,17,34,15,Sometimes,[],3379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegan,less frequently,electricity,public,,often,165,rarely,667,medium,5,0,7,18,Yes,"['Paper', 'Glass']",928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,less frequently,electricity,public,,often,260,rarely,727,large,7,6,18,15,No,['Paper'],2194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,female,pescatarian,more frequently,wood,walk/bicycle,,never,191,frequently,77,extra large,2,5,35,20,No,"['Plastic', 'Metal']",2107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,male,vegetarian,more frequently,natural gas,public,,sometimes,82,frequently,4,medium,7,13,40,16,Sometimes,[],3151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,male,pescatarian,daily,electricity,public,,never,156,very frequently,183,large,1,10,11,4,Yes,[],2304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,twice a day,electricity,private,hybrid,often,61,frequently,4023,extra large,5,16,35,6,No,['Glass'],2904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,more frequently,electricity,public,,sometimes,175,rarely,1815,large,1,2,21,11,No,"['Paper', 'Metal']",1043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obese,male,vegetarian,twice a day,wood,walk/bicycle,,often,268,frequently,81,small,5,14,24,10,Yes,"['Paper', 'Glass', 'Metal']",2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,more frequently,electricity,public,,sometimes,113,very frequently,1104,small,2,5,24,4,No,"['Plastic', 'Glass']",2061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,twice a day,coal,walk/bicycle,,often,58,very frequently,93,large,2,18,50,4,No,[],2592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,electricity,private,lpg,never,240,never,7657,large,4,2,27,9,Yes,"['Glass', 'Metal']",3038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,pescatarian,more frequently,electricity,walk/bicycle,,often,68,frequently,53,large,1,13,38,14,Sometimes,"['Paper', 'Plastic', 'Glass']",1452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,male,pescatarian,less frequently,coal,walk/bicycle,,never,223,never,87,small,5,15,4,18,Sometimes,"['Glass', 'Metal']",1131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,female,vegan,more frequently,electricity,public,,sometimes,168,very frequently,520,large,5,12,2,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,pescatarian,daily,electricity,public,,sometimes,111,rarely,494,large,2,17,12,12,Yes,"['Plastic', 'Metal']",843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,less frequently,wood,private,petrol,often,257,rarely,8406,medium,4,4,5,6,Sometimes,['Glass'],4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,daily,natural gas,private,diesel,never,159,rarely,4130,extra large,4,12,19,0,Yes,[],2808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegan,less frequently,coal,private,electric,never,218,never,4004,medium,4,18,17,18,No,"['Plastic', 'Metal']",1674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,pescatarian,daily,natural gas,private,electric,never,109,frequently,7726,small,3,2,42,5,Yes,"['Plastic', 'Glass']",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,male,vegan,twice a day,electricity,walk/bicycle,,sometimes,236,very frequently,15,medium,2,1,37,1,Yes,['Paper'],2209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,male,pescatarian,more frequently,natural gas,public,,sometimes,165,rarely,190,extra large,3,5,35,15,Yes,[],2157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,vegetarian,daily,wood,private,petrol,sometimes,231,never,9324,small,7,6,23,5,Yes,"['Paper', 'Plastic', 'Metal']",4456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,vegetarian,more frequently,electricity,public,,often,234,frequently,1047,small,3,23,27,6,Sometimes,"['Paper', 'Glass', 'Metal']",1486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,omnivore,more frequently,electricity,public,,sometimes,166,rarely,1188,medium,3,18,41,12,Yes,['Glass'],1801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,less frequently,wood,private,diesel,never,239,very frequently,6317,small,2,24,46,9,Sometimes,"['Paper', 'Plastic']",4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,288,frequently,87,large,5,1,15,24,Yes,['Paper'],1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,male,pescatarian,twice a day,coal,public,,never,225,frequently,383,extra large,6,5,5,18,Yes,['Metal'],2989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,coal,walk/bicycle,,often,162,frequently,9,small,4,15,36,22,Yes,['Metal'],2305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,less frequently,coal,private,hybrid,often,101,frequently,159,large,3,23,19,2,No,"['Paper', 'Plastic', 'Glass']",2155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,male,vegan,daily,natural gas,private,diesel,often,59,never,1272,medium,5,16,4,11,No,['Metal'],1731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,daily,wood,walk/bicycle,,sometimes,226,very frequently,16,large,5,15,44,20,No,['Plastic'],2747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,male,omnivore,more frequently,wood,private,electric,sometimes,226,never,1123,large,2,16,8,11,Yes,"['Glass', 'Metal']",1395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,coal,public,,never,264,frequently,1000,extra large,4,13,12,5,Yes,['Glass'],1932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,female,omnivore,less frequently,electricity,private,hybrid,sometimes,280,rarely,1444,medium,5,12,10,9,No,['Metal'],1454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,male,pescatarian,twice a day,wood,public,,often,205,never,1973,extra large,4,1,33,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']",2073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,male,vegetarian,twice a day,natural gas,public,,sometimes,161,rarely,687,extra large,7,10,27,20,No,"['Plastic', 'Glass', 'Metal']",2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,vegan,less frequently,wood,walk/bicycle,,often,295,very frequently,71,small,5,0,8,12,Sometimes,['Plastic'],2670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,male,vegetarian,more frequently,wood,private,hybrid,never,195,very frequently,1702,medium,7,9,29,4,Sometimes,['Glass'],3289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,daily,coal,walk/bicycle,,sometimes,215,very frequently,68,small,4,15,43,21,No,"['Paper', 'Metal']",3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,omnivore,less frequently,coal,public,,often,253,frequently,840,large,5,7,30,1,No,"['Plastic', 'Metal']",2218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,twice a day,natural gas,walk/bicycle,,never,85,never,86,large,6,20,17,11,Sometimes,[],1545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,pescatarian,twice a day,natural gas,public,,never,145,never,80,small,4,19,34,16,No,"['Plastic', 'Metal']",1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,male,pescatarian,twice a day,wood,walk/bicycle,,often,136,never,38,medium,6,24,36,22,No,[],2545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,pescatarian,twice a day,electricity,private,lpg,never,177,rarely,6906,large,4,4,26,20,No,['Paper'],3046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,vegetarian,twice a day,electricity,public,,sometimes,122,frequently,761,small,6,23,1,20,Yes,['Paper'],1476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,male,pescatarian,more frequently,electricity,public,,never,162,rarely,282,medium,5,2,25,18,Yes,"['Plastic', 'Glass', 'Metal']",1104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,male,pescatarian,twice a day,natural gas,public,,often,183,frequently,450,medium,3,22,24,21,No,"['Paper', 'Plastic']",2712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,pescatarian,less frequently,electricity,public,,never,118,never,959,medium,3,3,30,3,Sometimes,"['Paper', 'Plastic']",848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,twice a day,coal,public,,often,266,very frequently,528,extra large,2,14,9,15,No,"['Glass', 'Metal']",2820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,daily,natural gas,public,,never,213,frequently,62,medium,7,7,26,4,No,"['Paper', 'Metal']",1610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,wood,private,diesel,never,291,very frequently,9446,large,3,1,21,18,Sometimes,"['Paper', 'Glass']",4042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,daily,wood,public,,sometimes,141,very frequently,731,medium,3,2,17,9,Yes,"['Plastic', 'Glass']",2276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,coal,private,diesel,never,254,frequently,4244,extra large,1,20,31,3,No,['Plastic'],2894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,male,vegan,daily,wood,walk/bicycle,,never,115,rarely,19,small,5,19,17,24,No,[],1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,female,vegetarian,daily,electricity,public,,often,287,frequently,1140,large,6,20,47,7,Sometimes,"['Plastic', 'Metal']",2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,daily,coal,private,diesel,never,266,very frequently,2466,small,7,12,9,3,No,"['Paper', 'Glass', 'Metal']",2631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,male,vegan,daily,natural gas,walk/bicycle,,sometimes,254,never,86,large,1,8,30,5,Sometimes,"['Plastic', 'Metal']",1238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,more frequently,electricity,private,petrol,never,289,never,2388,large,3,22,39,2,No,"['Plastic', 'Glass']",2362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,vegetarian,less frequently,wood,public,,sometimes,271,frequently,216,large,5,11,49,3,No,"['Plastic', 'Metal']",2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,male,pescatarian,less frequently,coal,public,,never,244,frequently,441,small,7,21,38,16,Yes,"['Plastic', 'Metal']",2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,vegan,more frequently,electricity,public,,never,243,frequently,1398,medium,1,22,28,23,Sometimes,"['Plastic', 'Metal']",1509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,male,pescatarian,less frequently,electricity,public,,sometimes,108,rarely,564,large,2,7,14,20,Yes,['Paper'],1336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,more frequently,wood,walk/bicycle,,never,287,frequently,82,extra large,7,21,20,8,Yes,"['Paper', 'Glass']",2474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,130,very frequently,89,large,4,10,33,23,Sometimes,[],2545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,male,omnivore,less frequently,wood,private,lpg,never,139,very frequently,3400,small,6,10,0,23,Yes,"['Plastic', 'Glass']",3731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,male,vegan,twice a day,coal,private,diesel,sometimes,276,rarely,2451,small,7,20,14,3,Yes,"['Paper', 'Plastic']",2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,male,pescatarian,twice a day,wood,private,electric,sometimes,112,very frequently,9197,medium,5,24,46,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']",3270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,daily,natural gas,private,diesel,never,80,rarely,3316,large,6,14,11,23,No,"['Plastic', 'Glass']",2458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,male,vegetarian,twice a day,electricity,public,,often,172,never,1802,large,1,12,9,12,Sometimes,"['Paper', 'Plastic', 'Metal']",863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,male,omnivore,daily,electricity,public,,never,76,never,74,small,5,24,37,11,Sometimes,"['Paper', 'Plastic', 'Metal']",1087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,vegan,daily,electricity,walk/bicycle,,never,113,rarely,71,extra large,6,9,35,7,Sometimes,"['Paper', 'Plastic', 'Metal']",1710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,male,pescatarian,more frequently,coal,walk/bicycle,,never,129,frequently,95,extra large,5,20,28,12,Sometimes,"['Paper', 'Plastic', 'Metal']",3043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,male,vegan,twice a day,electricity,public,,often,296,never,729,medium,6,14,31,24,No,['Metal'],2032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,male,vegetarian,more frequently,wood,public,,sometimes,112,frequently,1713,extra large,1,5,42,20,No,"['Plastic', 'Glass', 'Metal']",2668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,twice a day,electricity,walk/bicycle,,never,197,never,44,small,3,16,37,12,Yes,['Plastic'],1616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,pescatarian,more frequently,coal,walk/bicycle,,sometimes,139,never,56,small,4,15,18,0,Sometimes,"['Plastic', 'Metal']",1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,vegetarian,daily,natural gas,public,,often,212,never,1506,large,4,1,44,15,Sometimes,"['Paper', 'Plastic']",1946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,pescatarian,daily,wood,walk/bicycle,,often,293,frequently,75,large,3,0,9,8,No,['Paper'],2422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,less frequently,electricity,private,lpg,sometimes,267,frequently,6807,large,6,11,46,17,Sometimes,"['Plastic', 'Metal']",4709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,pescatarian,daily,electricity,private,lpg,sometimes,105,very frequently,7460,extra large,6,18,30,19,No,['Metal'],4264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,more frequently,wood,private,electric,often,297,very frequently,5108,medium,3,5,0,23,Yes,"['Plastic', 'Metal']",1975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,vegan,less frequently,electricity,public,,never,277,very frequently,1243,small,4,22,34,0,No,['Metal'],2151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,less frequently,coal,public,,never,275,never,840,large,6,16,0,12,Sometimes,"['Paper', 'Glass', 'Metal']",1319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,less frequently,electricity,private,lpg,never,293,never,1452,extra large,4,6,18,24,No,"['Glass', 'Metal']",1619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,female,omnivore,more frequently,electricity,private,diesel,never,69,very frequently,5013,large,3,9,36,7,No,['Glass'],3961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,daily,electricity,private,hybrid,sometimes,53,very frequently,2392,medium,4,10,34,2,No,"['Glass', 'Metal']",2929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,wood,walk/bicycle,,often,261,rarely,70,large,4,24,38,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,twice a day,electricity,private,hybrid,sometimes,102,never,3364,small,1,20,16,17,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",1037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,daily,coal,private,petrol,never,159,never,6372,small,1,22,4,19,Yes,"['Paper', 'Plastic', 'Metal']",3737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,twice a day,electricity,public,,never,210,frequently,1212,extra large,5,0,2,1,Yes,"['Paper', 'Plastic']",1423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,twice a day,natural gas,public,,sometimes,153,never,958,medium,7,4,26,1,Yes,"['Paper', 'Glass', 'Metal']",1293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,more frequently,wood,walk/bicycle,,sometimes,248,very frequently,13,medium,6,4,6,5,Yes,"['Plastic', 'Glass']",1890,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,female,vegan,daily,coal,private,hybrid,often,240,very frequently,4354,extra large,1,16,44,1,Sometimes,[],3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,omnivore,less frequently,natural gas,walk/bicycle,,never,106,frequently,40,small,3,5,31,23,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",1390,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,141,never,83,extra large,6,8,10,16,No,"['Paper', 'Metal']",1260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,vegetarian,more frequently,natural gas,public,,never,207,frequently,293,medium,5,19,7,16,No,"['Glass', 'Metal']",1886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,male,omnivore,twice a day,electricity,walk/bicycle,,sometimes,99,frequently,83,small,5,0,21,16,Yes,"['Paper', 'Glass']",1440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,female,vegan,less frequently,wood,walk/bicycle,,often,161,rarely,26,extra large,4,24,32,21,Sometimes,"['Paper', 'Plastic']",1542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,electricity,public,,sometimes,133,frequently,2000,medium,7,19,33,0,No,"['Plastic', 'Glass', 'Metal']",1944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,coal,private,diesel,often,270,never,4242,medium,5,17,9,23,Sometimes,"['Plastic', 'Glass']",2859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,vegan,less frequently,natural gas,public,,sometimes,63,never,784,small,5,5,17,10,Sometimes,"['Glass', 'Metal']",862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,pescatarian,less frequently,wood,private,electric,never,101,very frequently,1015,small,7,17,16,23,No,"['Plastic', 'Glass']",2506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,vegetarian,less frequently,wood,walk/bicycle,,often,186,very frequently,11,large,5,1,0,18,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,daily,wood,walk/bicycle,,often,226,frequently,48,large,5,4,2,23,No,['Plastic'],2154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,vegetarian,less frequently,coal,public,,often,72,rarely,971,small,1,13,3,8,No,"['Plastic', 'Glass']",1211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,daily,electricity,walk/bicycle,,never,100,frequently,0,extra large,5,15,2,0,No,['Metal'],1413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,male,vegan,less frequently,natural gas,walk/bicycle,,often,276,never,9,extra large,3,16,25,18,Sometimes,['Glass'],1836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,omnivore,less frequently,coal,public,,often,184,never,1863,small,4,4,37,5,No,['Metal'],1615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,twice a day,coal,walk/bicycle,,never,97,never,96,small,6,14,49,12,No,[],1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,pescatarian,more frequently,wood,private,lpg,never,194,never,5437,large,1,10,23,11,Yes,"['Plastic', 'Glass']",2608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,daily,natural gas,public,,often,217,rarely,1759,medium,5,7,48,17,Sometimes,['Glass'],1764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegan,more frequently,wood,private,lpg,never,283,frequently,5891,small,2,19,11,6,Yes,"['Paper', 'Metal']",2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,male,vegetarian,daily,coal,walk/bicycle,,never,71,never,14,large,2,20,19,7,Sometimes,"['Paper', 'Metal']",1182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,male,vegan,more frequently,electricity,public,,never,165,frequently,1745,extra large,3,1,40,0,No,"['Paper', 'Plastic', 'Metal']",1715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,twice a day,natural gas,public,,sometimes,272,frequently,102,small,4,21,18,7,Yes,"['Plastic', 'Glass', 'Metal']",1548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,female,omnivore,less frequently,natural gas,public,,never,70,frequently,1456,large,6,0,22,13,No,"['Plastic', 'Glass']",2249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,twice a day,coal,private,diesel,often,192,rarely,9487,small,7,24,18,9,Yes,"['Paper', 'Glass']",4261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,natural gas,public,,often,80,never,1572,medium,7,14,9,22,Yes,"['Paper', 'Glass']",1214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,more frequently,natural gas,walk/bicycle,,often,63,rarely,49,medium,4,9,48,7,Sometimes,"['Paper', 'Glass', 'Metal']",1371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,female,omnivore,more frequently,coal,private,petrol,often,134,very frequently,5737,extra large,4,11,4,24,Sometimes,[],5565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,more frequently,electricity,private,hybrid,sometimes,168,rarely,6770,extra large,5,16,2,24,Yes,"['Paper', 'Plastic']",2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,sometimes,95,never,7,small,6,9,36,11,No,"['Paper', 'Plastic']",1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,pescatarian,twice a day,coal,private,diesel,often,284,never,9523,extra large,2,11,35,3,Yes,"['Plastic', 'Metal']",4822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,male,omnivore,more frequently,wood,private,petrol,often,282,rarely,5131,small,4,14,6,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",3153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,272,rarely,68,small,6,23,0,8,Yes,"['Paper', 'Glass', 'Metal']",1059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,male,pescatarian,more frequently,wood,walk/bicycle,,never,173,very frequently,86,large,5,5,40,11,Yes,['Paper'],3703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,omnivore,twice a day,wood,public,,often,242,frequently,1257,medium,2,4,1,23,Yes,"['Paper', 'Glass']",1886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
